player_name,prop_type,line_value,suggestion,win_rate_3,ev_3,proj_3,win_rate_5,ev_5,proj_5,win_rate_10,ev_10,proj_10,win_rate_14,ev_14,proj_14,win_rate_28,ev_28,proj_28
De'Anthony Melton,PTS,16.5,OVER,75.2,23.4,18.33,45.5,-6.3,14.06,36.2,-15.6,12.81,32.8,-19.0,11.93,31.6,-20.3,11.53
Gui Santos,PTS,14.5,OVER,61.3,11.3,14.45,63.3,13.3,14.77,58.4,8.4,14.81,41.3,-8.7,11.65,20.6,-29.4,7.45
Al Horford,PTS,10.5,OVER,32.8,-20.1,10.93,39.9,-13.0,10.61,43.3,-9.6,9.84,36.3,-16.6,8.73,26.9,-26.1,7.49
Herb Jones,PTS,9.5,OVER,35.1,-18.6,9.64,22.4,-31.4,7.75,34.2,-19.6,8.85,26.3,-27.5,6.84,12.3,-41.5,3.49
Brandin Podziemski,PR,22.5,OVER,43.7,-10.3,24.09,31.8,-22.3,22.42,17.5,-36.6,18.19,19.8,-34.3,18.26,17.5,-36.5,17.11
Moses Moody,PR,21.5,OVER,47.1,-5.2,21.67,48.2,-4.1,22.02,33.9,-18.5,19.79,30.2,-22.1,19.29,20.4,-31.9,15.73
Gui Santos,PR,20.5,OVER,50.6,-0.2,19.65,64.8,14.0,21.21,47.9,-2.9,19.96,35.0,-15.8,16.16,17.2,-33.5,10.91
De'Anthony Melton,PR,19.5,OVER,74.1,19.5,21.68,44.6,-10.0,16.62,36.5,-18.2,15.58,32.5,-22.1,14.58,31.7,-23.0,14.29
Al Horford,PR,16.5,OVER,33.8,-20.3,15.33,40.6,-13.5,15.88,36.3,-17.7,14.07,32.8,-21.3,13.14,26.4,-27.6,11.93
Herb Jones,PR,13.5,OVER,33.0,-19.4,12.71,22.9,-29.4,11.22,37.0,-15.3,12.36,28.0,-24.3,9.71,13.5,-38.8,4.99
Zion Williamson,PRA,33.5,OVER,54.5,0.7,34.3,45.2,-8.5,33.15,37.2,-16.5,31.32,39.5,-14.3,30.4,43.2,-10.6,31.51
Brandin Podziemski,PRA,27.5,OVER,39.2,-16.0,29.69,30.3,-25.0,27.56,21.8,-33.4,22.73,23.8,-31.5,23.2,17.6,-37.7,21.22
Moses Moody,PRA,23.5,OVER,47.8,-6.3,24.82,47.6,-6.4,24.6,34.2,-19.9,21.39,31.5,-22.6,21.1,19.5,-34.6,17.17
Gui Santos,PRA,23.5,OVER,57.4,5.6,24.68,65.3,13.5,25.22,49.5,-2.3,23.6,36.7,-15.1,19.15,19.0,-32.8,13.17
De'Anthony Melton,PRA,22.5,OVER,73.1,20.8,24.95,43.9,-8.5,19.12,35.4,-16.9,17.84,33.6,-18.7,17.25,29.3,-23.1,16.19
Al Horford,PRA,20.5,OVER,34.8,-15.9,19.27,41.5,-9.3,19.46,41.2,-9.5,17.54,33.2,-17.5,16.15,22.2,-28.5,14.07
Jeremiah Fears,PRA,19.5,OVER,84.5,29.0,25.33,70.0,14.4,21.89,39.8,-15.7,17.91,31.9,-23.6,16.76,39.7,-15.8,18.44
Herb Jones,PRA,16.5,OVER,32.4,-20.5,15.35,35.0,-17.9,15.03,45.7,-7.2,15.88,33.5,-19.4,12.7,16.8,-36.1,6.61
Derik Queen,REB,7.5,OVER,62.2,5.4,7.68,50.4,-6.4,7.19,44.0,-12.8,6.89,37.9,-18.9,6.39,47.2,-9.6,7.49
Brandin Podziemski,REB,5.5,OVER,72.1,12.6,8.99,58.1,-1.4,7.37,58.5,-1.1,6.44,48.8,-10.7,5.92,36.7,-22.8,5.09
Moses Moody,REB,4.5,OVER,38.4,-12.6,4.66,26.0,-25.1,3.8,34.4,-16.6,4.22,37.3,-13.7,4.38,25.1,-25.9,3.34
Jeremiah Fears,REB,4.5,OVER,72.2,27.5,7.0,46.0,1.3,5.21,25.6,-19.1,4.0,24.3,-20.3,3.77,30.9,-13.7,4.06
De'Anthony Melton,REB,3.5,OVER,34.7,-12.5,3.34,22.1,-25.1,2.59,32.0,-15.2,2.83,24.1,-23.1,2.63,27.5,-19.6,2.79
Brandin Podziemski,RA,11.5,OVER,61.2,12.6,14.69,39.0,-9.5,12.65,43.3,-5.2,11.34,40.4,-8.1,10.93,29.1,-19.4,9.2
Zion Williamson,RA,9.5,OVER,34.0,-24.9,8.39,37.9,-20.9,8.22,57.6,-1.2,10.0,60.3,1.4,10.25,49.4,-9.4,9.6
Gui Santos,RA,8.5,OVER,75.3,16.1,10.34,83.0,23.9,10.4,61.8,2.6,8.91,45.8,-13.4,7.37,27.5,-31.6,5.52
Jeremiah Fears,RA,7.5,OVER,97.7,43.6,13.32,62.9,8.8,10.32,34.5,-19.6,7.48,24.7,-29.4,6.7,37.7,-16.3,7.2
Moses Moody,RA,6.5,OVER,41.9,-12.8,7.71,30.2,-24.5,6.64,24.9,-29.7,5.78,28.3,-26.3,6.06,20.2,-34.4,4.87
De'Anthony Melton,RA,5.5,OVER,58.1,1.0,6.64,38.7,-18.5,5.16,40.0,-17.2,5.35,43.1,-14.0,5.18,39.6,-17.5,4.78
Moses Moody,FG3M,3.5,OVER,35.1,-10.2,3.34,40.0,-5.3,3.19,39.0,-6.3,3.18,36.6,-8.6,3.08,29.0,-16.3,2.64
Saddiq Bey,FG3M,2.5,OVER,67.7,17.9,3.33,57.9,8.1,2.78,60.1,10.3,2.82,56.0,6.3,2.8,31.9,-17.9,1.79
Al Horford,FG3M,1.5,OVER,33.1,-26.4,2.33,20.2,-39.4,1.61,30.7,-28.8,1.42,36.0,-23.5,1.38,39.1,-20.5,1.39
Brandin Podziemski,FG3M,1.5,OVER,33.2,-25.0,1.67,39.9,-18.2,1.6,30.2,-28.0,1.2,27.8,-30.4,1.13,35.4,-22.7,1.38
Gui Santos,FG3M,1.5,OVER,65.9,7.8,2.32,40.4,-17.7,1.82,59.7,1.6,1.99,43.3,-14.8,1.67,28.1,-30.0,1.13
Herb Jones,FG3M,1.5,OVER,32.3,-14.7,0.99,39.2,-7.7,0.99,30.2,-16.7,1.29,21.8,-25.2,1.01,11.0,-35.9,0.54
Tyler Herro,AST,3.5,OVER,36.1,-18.5,3.0,22.3,-32.3,1.82,10.4,-44.2,0.85,7.9,-46.7,0.65,8.5,-46.1,0.91
Pelle Larsson,AST,3.5,OVER,33.2,-13.1,1.99,20.2,-26.1,1.22,39.1,-7.2,2.53,35.0,-11.2,2.69,33.1,-13.2,2.8
Bam Adebayo,AST,2.5,OVER,99.9,49.5,4.66,98.6,48.1,4.41,59.7,9.2,3.02,49.5,-1.0,2.96,59.0,8.5,3.04
Kevin Porter Jr.,AST,7.5,OVER,50.6,3.0,7.99,56.0,8.4,8.41,43.4,-4.2,5.85,33.3,-14.3,4.68,44.3,-3.3,6.26
Andrew Wiggins,AST,2.5,OVER,32.0,-22.7,1.66,20.2,-34.4,1.8,20.5,-34.2,1.61,41.3,-13.4,2.21,48.4,-6.3,2.46
Norman Powell,AST,2.5,OVER,34.1,-11.0,2.66,20.8,-24.2,1.61,20.2,-24.8,1.29,21.7,-23.4,1.58,35.0,-10.0,2.07
Pelle Larsson,PTS,9.5,OVER,52.6,-1.4,7.25,32.5,-21.5,4.47,56.8,2.8,9.82,52.1,-1.9,10.03,49.0,-5.0,9.8
Ryan Rollins,PTS,17.5,OVER,65.5,9.3,16.3,39.6,-16.6,12.48,62.4,6.2,17.48,59.5,3.3,17.53,43.0,-13.2,16.04
Norman Powell,PTS,20.5,OVER,31.1,-18.9,13.14,29.9,-20.1,12.24,28.9,-21.1,10.59,26.6,-23.4,12.35,46.5,-3.5,17.14
Myles Turner,PTS,11.5,OVER,31.2,-25.6,4.62,36.2,-20.6,6.53,47.6,-9.2,9.97,55.3,-1.5,11.64,53.5,-3.3,11.33
Andrew Wiggins,PTS,15.5,OVER,34.9,-15.1,13.57,40.5,-9.5,15.35,40.2,-9.8,14.54,38.5,-11.5,14.33,46.0,-4.0,15.17
Jaime Jaquez Jr,PTS,11.5,OVER,56.6,0.4,14.87,35.0,-21.2,11.6,60.0,3.9,14.27,56.6,0.5,13.52,52.3,-3.9,11.91
Kevin Porter Jr.,PTS,18.5,OVER,60.9,9.8,19.31,63.8,12.7,20.67,46.0,-5.0,14.56,32.8,-18.2,11.04,35.5,-15.5,13.27
Ryan Rollins,PR,22.5,OVER,65.7,9.5,19.61,43.2,-12.9,16.0,61.1,4.9,21.56,55.9,-0.3,21.51,43.9,-12.3,20.94
Myles Turner,PR,17.5,OVER,19.5,-35.1,6.09,25.8,-28.8,9.92,46.6,-8.0,15.72,55.0,0.3,17.01,49.1,-5.5,16.45
Andrew Wiggins,PR,19.5,OVER,52.3,-3.9,18.33,65.5,9.4,21.44,46.2,-10.0,18.78,53.2,-3.0,19.4,55.7,-0.5,20.21
Kevin Porter Jr.,PR,22.5,OVER,49.6,-4.5,21.71,68.8,14.7,24.98,50.7,-3.4,17.88,36.4,-17.6,13.88,41.4,-12.7,17.55
Norman Powell,PR,23.5,OVER,28.7,-23.1,14.87,30.7,-21.1,13.96,26.3,-25.5,12.01,28.2,-23.7,14.51,46.5,-5.3,19.67
Jaime Jaquez Jr,PR,16.5,OVER,58.7,2.2,21.04,35.4,-21.1,16.79,64.0,7.5,20.45,59.6,3.1,19.35,55.4,-1.1,16.63
Kevin Porter Jr.,PRA,30.5,OVER,51.2,0.2,29.67,69.1,18.0,33.29,51.2,0.2,23.73,36.9,-14.1,18.55,40.4,-10.6,23.65
Andrew Wiggins,PRA,22.5,OVER,47.0,-7.1,20.07,58.8,4.8,23.19,43.0,-11.0,20.31,49.5,-4.5,21.48,53.5,-0.5,22.79
Norman Powell,PRA,25.5,OVER,33.7,-21.0,17.7,28.2,-26.5,15.69,24.5,-30.2,13.17,26.0,-28.6,15.93,47.0,-7.7,21.52
Ryan Rollins,PRA,28.5,OVER,56.7,5.1,21.98,34.7,-16.8,17.9,56.5,5.0,25.7,49.5,-2.0,25.9,39.8,-11.8,25.53
Ryan Rollins,REB,4.5,OVER,33.8,-24.4,3.7,38.8,-19.3,3.33,43.4,-14.8,4.13,38.7,-19.4,4.21,53.2,-4.9,4.91
Jericho Sims,REB,5.5,OVER,63.9,2.6,6.0,73.4,12.1,7.02,64.8,3.4,6.54,46.4,-14.9,4.79,36.4,-25.0,3.65
Tyler Herro,REB,3.5,OVER,61.0,1.8,2.96,37.7,-21.4,1.84,18.6,-40.6,0.9,13.4,-45.8,0.64,13.7,-45.5,1.11
Bobby Portis,REB,6.5,OVER,90.7,42.6,9.94,53.9,5.8,6.38,46.7,-1.4,5.69,49.5,1.4,6.26,55.1,7.1,7.16
Jaime Jaquez Jr,REB,4.5,OVER,86.4,24.7,6.01,57.7,-4.0,5.18,77.6,15.9,6.22,74.4,12.6,5.9,54.2,-7.5,4.59
Andrew Wiggins,REB,4.5,OVER,66.5,9.1,4.64,76.1,18.6,5.84,48.0,-9.5,4.24,61.4,3.9,4.94,64.3,6.9,5.09
Andrew Wiggins,RA,7.5,OVER,64.0,11.1,6.32,62.6,9.7,7.57,36.2,-16.8,5.93,49.5,-3.5,7.07,51.0,-1.9,7.54
Norman Powell,RA,5.5,OVER,39.7,-14.4,4.34,24.2,-29.8,3.47,22.4,-31.7,2.54,29.3,-24.8,3.54,39.0,-15.0,4.5
Kevin Porter Jr.,RA,11.5,OVER,25.1,-29.0,10.33,41.7,-12.3,12.59,41.3,-12.8,9.42,35.6,-18.4,7.69,53.2,-0.8,10.28
Tyler Herro,RA,7.5,OVER,42.0,-11.2,6.02,25.4,-27.8,3.6,12.4,-40.8,1.78,9.2,-44.0,1.31,11.5,-41.7,1.95
Ryan Rollins,RA,9.5,OVER,23.3,-34.8,6.01,20.3,-37.8,5.4,40.0,-18.2,8.37,40.3,-17.9,8.38,49.7,-8.4,9.36
Ryan Rollins,FG3M,2.5,OVER,66.3,14.4,3.65,40.3,-11.5,2.6,68.0,16.2,3.1,57.2,5.4,2.9,42.5,-9.3,2.6
Norman Powell,FG3M,2.5,OVER,31.9,-21.3,1.67,39.5,-13.7,2.01,29.8,-23.4,1.52,21.3,-31.9,1.37,34.6,-18.6,2.2
Andrew Wiggins,FG3M,1.5,OVER,66.5,4.0,2.33,79.6,17.1,2.78,59.9,-2.6,2.39,50.5,-12.0,2.02,56.5,-6.0,2.07
Myles Turner,FG3M,1.5,OVER,33.5,-24.0,0.68,39.5,-18.0,1.0,49.6,-7.8,1.31,49.8,-7.7,1.58,59.7,2.2,1.85
Kevin Porter Jr.,AST,7.5,OVER,50.4,2.1,8.01,55.8,7.5,8.41,44.1,-4.2,5.93,32.5,-15.8,4.66,44.8,-3.5,6.35
Tyler Herro,AST,3.5,OVER,35.6,-19.7,2.98,21.6,-33.6,1.79,10.9,-44.4,0.89,7.7,-47.5,0.64,8.4,-46.9,0.89
Pelle Larsson,AST,3.5,OVER,33.8,-11.6,2.03,20.7,-24.8,1.23,37.9,-7.6,2.45,35.5,-10.0,2.72,33.0,-12.5,2.8
Bam Adebayo,AST,2.5,OVER,99.9,44.8,4.67,98.4,43.1,4.4,58.3,3.1,2.99,49.1,-6.1,2.99,60.3,5.0,3.09
Andrew Wiggins,AST,2.5,OVER,32.3,-19.8,1.67,19.5,-32.6,1.79,20.5,-31.6,1.62,41.6,-10.5,2.22,48.5,-3.5,2.46
Norman Powell,AST,2.5,OVER,34.0,-16.0,2.66,19.9,-30.1,1.57,20.5,-29.5,1.32,21.5,-28.5,1.57,35.8,-14.3,2.06
Norman Powell,PTS,20.5,OVER,32.2,-19.1,13.43,29.5,-21.8,12.05,29.2,-22.1,10.5,26.9,-24.3,12.39,47.2,-4.1,17.25
Kevin Porter Jr.,PTS,18.5,OVER,61.1,9.3,19.34,65.7,13.9,20.95,45.9,-5.9,14.61,33.2,-18.6,11.06,36.7,-15.1,13.5
Ryan Rollins,PTS,17.5,OVER,64.1,10.3,15.92,38.4,-15.3,12.31,62.7,8.9,17.49,58.3,4.5,17.31,43.5,-10.3,16.05
Andrew Wiggins,PTS,15.5,OVER,35.4,-16.1,13.66,41.4,-10.2,15.54,40.6,-10.9,14.63,39.2,-12.3,14.47,47.0,-4.6,15.35
Cam Thomas,PTS,14.5,OVER,53.8,-1.4,17.92,52.8,-2.4,18.44,37.7,-17.5,13.49,25.9,-29.3,10.97,28.1,-27.2,10.58
Myles Turner,PTS,12.5,OVER,27.2,-25.7,4.71,27.2,-25.8,6.21,43.4,-9.6,10.01,50.9,-2.0,11.57,47.1,-5.8,11.36
Jaime Jaquez Jr,PTS,11.5,OVER,57.6,2.4,14.98,34.8,-20.4,11.57,59.6,4.3,14.22,56.6,1.4,13.53,52.4,-2.8,12.05
Kel'el Ware,PTS,8.5,OVER,99.5,46.8,13.69,85.3,32.7,13.53,69.8,17.2,11.07,48.3,-4.3,8.01,50.1,-2.5,8.75
Norman Powell,PR,23.5,OVER,28.2,-25.3,14.74,31.0,-22.5,14.13,25.9,-27.6,11.91,28.8,-24.7,14.65,45.9,-7.6,19.45
Kevin Porter Jr.,PR,22.5,OVER,48.9,-5.1,21.69,69.2,15.1,25.0,51.3,-2.7,17.89,36.3,-17.7,13.83,41.7,-12.4,17.63
Ryan Rollins,PR,22.5,OVER,65.5,11.8,19.64,42.8,-11.0,15.96,61.5,7.7,21.61,56.6,2.8,21.5,44.6,-9.2,20.92
Andrew Wiggins,PR,20.5,OVER,46.8,-4.8,18.19,59.0,7.4,21.44,41.7,-9.8,18.85,44.1,-7.4,19.24,50.2,-1.4,20.35
Cam Thomas,PR,16.5,OVER,58.8,2.9,20.38,56.0,0.1,20.94,39.6,-16.2,14.98,29.4,-26.5,12.93,28.5,-27.4,12.27
Jaime Jaquez Jr,PR,16.5,OVER,58.3,2.4,21.02,35.9,-20.0,16.85,63.3,7.4,20.45,59.8,3.9,19.44,55.4,-0.5,16.67
Kel'el Ware,PR,16.5,OVER,99.9,46.2,26.69,81.7,27.9,25.46,61.0,7.2,19.47,43.3,-10.5,14.35,47.0,-6.8,15.21
Jericho Sims,PR,10.5,OVER,63.8,6.9,11.33,70.7,13.9,14.54,65.1,8.3,12.55,46.8,-10.1,9.03,34.8,-22.1,6.86
Kevin Porter Jr.,PRA,30.5,OVER,50.9,-0.9,29.72,70.4,18.6,33.52,52.0,0.1,23.86,36.8,-15.0,18.51,40.5,-11.3,23.96
Ryan Rollins,PRA,27.5,OVER,59.5,5.5,21.86,37.8,-16.3,17.84,61.4,7.4,25.78,52.9,-1.1,25.65,43.2,-10.8,25.51
Norman Powell,PRA,26.5,OVER,31.9,-19.1,17.78,25.3,-25.7,15.56,22.4,-28.6,12.99,23.2,-27.8,16.26,43.6,-7.4,21.96
Andrew Wiggins,PRA,22.5,OVER,46.8,-8.8,20.09,59.2,3.6,23.24,42.6,-13.0,20.29,49.8,-5.8,21.44,54.0,-1.6,22.73
Bobby Portis,REB,5.5,OVER,99.1,39.9,9.97,59.8,0.6,6.39,56.4,-2.8,5.66,60.8,1.6,6.23,67.9,8.7,7.15
Jericho Sims,REB,5.5,OVER,63.7,4.8,6.0,73.8,15.0,7.02,64.3,5.5,6.54,46.5,-12.3,4.77,35.6,-23.2,3.58
Jaime Jaquez Jr,REB,4.5,OVER,86.5,28.3,6.02,57.6,-0.5,5.2,76.4,18.3,6.2,75.5,17.4,5.94,54.4,-3.8,4.62
Andrew Wiggins,REB,4.5,OVER,66.2,9.1,4.64,76.2,19.0,5.8,47.8,-9.3,4.18,60.7,3.6,4.91,63.7,6.6,5.09
Ryan Rollins,REB,4.5,OVER,33.0,-22.9,3.66,39.3,-16.6,3.33,43.7,-12.2,4.13,39.3,-16.6,4.22,53.7,-2.1,4.92
Tyler Herro,REB,3.5,OVER,61.7,3.6,3.01,37.2,-21.0,1.81,18.5,-39.7,0.9,13.4,-44.7,0.65,13.6,-44.5,1.11
Kevin Porter Jr.,RA,11.5,OVER,25.6,-27.1,10.36,41.7,-10.9,12.6,40.2,-12.4,9.24,34.8,-17.8,7.53,54.0,1.4,10.47
Tyler Herro,RA,7.5,OVER,42.0,-12.6,5.99,24.8,-29.8,3.56,12.6,-42.0,1.82,9.0,-45.6,1.29,11.7,-43.0,2.01
Andrew Wiggins,RA,7.5,OVER,64.3,13.3,6.34,63.9,12.9,7.59,35.0,-16.1,5.84,51.2,0.2,7.16,50.8,-0.2,7.55
Norman Powell,RA,5.5,OVER,39.8,-16.0,4.34,23.8,-32.1,3.4,21.8,-34.0,2.48,29.2,-26.7,3.51,39.0,-16.9,4.55
Norman Powell,FG3M,2.5,OVER,33.0,-22.9,1.69,39.3,-16.6,2.0,28.8,-27.1,1.48,21.4,-34.5,1.38,35.1,-20.7,2.26
Ryan Rollins,FG3M,2.5,OVER,66.9,13.7,3.66,41.1,-12.1,2.61,68.6,15.4,3.12,56.3,3.1,2.83,43.1,-10.1,2.64
Andrew Wiggins,FG3M,1.5,OVER,66.4,1.9,2.33,80.4,15.9,2.81,60.2,-4.3,2.4,50.0,-14.5,2.01,56.4,-8.1,2.05
Myles Turner,FG3M,1.5,OVER,33.3,-26.9,0.67,39.4,-20.8,0.99,49.4,-10.9,1.3,48.6,-11.6,1.56,59.9,-0.3,1.84
Oso Ighodaro,AST,2.5,OVER,65.0,26.2,3.02,60.2,21.4,3.02,40.3,1.5,2.52,28.2,-10.6,2.2,31.5,-7.2,2.01
Jaylen Brown,AST,4.5,OVER,71.6,12.1,8.0,45.7,-13.8,5.97,23.8,-35.8,3.82,36.5,-23.0,4.6,34.2,-25.4,4.29
Payton Pritchard,AST,5.5,OVER,99.1,42.6,7.67,79.2,22.7,6.21,71.0,14.5,5.82,65.2,8.8,5.72,55.5,-1.0,5.5
Derrick White,AST,6.5,OVER,96.8,50.9,8.32,58.5,12.6,6.81,67.5,21.6,6.98,53.0,7.2,6.15,39.2,-6.6,5.94
Payton Pritchard,PTS,18.5,OVER,99.8,49.8,27.37,79.6,29.6,22.39,69.5,19.5,21.25,64.5,14.5,20.68,48.6,-1.4,17.55
Jaylen Brown,PTS,28.5,OVER,31.0,-19.5,26.4,33.4,-17.1,26.84,32.3,-18.2,21.87,35.8,-14.7,23.44,44.3,-6.2,25.96
Collin Gillespie,PTS,16.5,OVER,54.4,1.2,15.02,31.8,-21.4,11.14,30.8,-22.4,13.26,26.2,-27.0,12.33,27.5,-25.7,12.81
Payton Pritchard,PR,21.5,OVER,99.9,45.9,32.3,77.2,23.1,25.96,69.4,15.3,24.76,63.4,9.3,24.23,51.2,-2.8,21.53
Jaylen Brown,PR,35.5,OVER,52.2,1.2,35.45,40.8,-10.2,33.92,40.2,-10.9,28.6,45.2,-5.8,30.74,49.4,-1.7,32.85
Sam Hauser,PR,12.5,OVER,80.2,25.6,15.3,47.9,-6.8,10.15,49.5,-5.1,10.18,60.6,6.0,12.86,55.5,0.9,14.11
Jaylen Brown,PRA,40.5,OVER,62.7,10.9,43.41,43.9,-7.9,40.02,38.4,-13.4,32.44,45.9,-6.0,35.38,49.1,-2.7,37.19
Payton Pritchard,PRA,27.5,OVER,99.9,45.8,40.14,65.7,11.7,32.15,62.3,8.2,30.27,57.6,3.5,29.75,46.7,-7.4,27.05
Ryan Dunn,REB,4.5,OVER,71.4,18.3,5.68,49.4,-3.8,5.02,24.6,-28.6,3.41,30.5,-22.7,3.48,29.0,-24.2,3.17
Royce O'Neale,REB,5.5,OVER,97.2,47.7,7.0,58.6,9.1,5.4,51.1,1.6,5.51,38.0,-11.5,4.72,38.9,-10.6,4.81
Nikola Vucevic,REB,7.5,OVER,56.8,0.3,8.01,54.4,-2.1,8.39,46.2,-10.3,6.3,51.9,-4.6,6.96,54.6,-1.9,8.03
Payton Pritchard,REB,3.5,OVER,95.2,42.9,5.01,57.0,4.7,3.61,48.0,-4.4,3.4,54.6,2.3,3.6,58.8,6.5,3.89
Sam Hauser,REB,3.5,OVER,36.5,-19.1,3.66,24.3,-31.2,2.84,32.9,-22.7,2.99,49.1,-6.4,3.61,50.1,-5.4,3.68
Derrick White,REB,4.5,OVER,57.8,15.1,4.67,34.8,-7.9,3.61,28.3,-14.4,3.38,35.4,-7.4,3.61,50.1,7.4,4.51
Jaylen Brown,REB,6.5,OVER,65.9,5.7,9.07,52.0,-8.2,7.07,53.9,-6.4,6.69,66.2,6.0,7.34,63.3,3.1,7.01
Payton Pritchard,RA,9.5,OVER,98.8,47.8,12.64,65.8,14.8,9.79,55.0,4.0,9.19,50.3,-0.7,9.22,52.9,1.9,9.34
Derrick White,RA,10.5,OVER,96.4,46.4,13.03,57.2,7.2,10.35,49.6,-0.5,10.39,45.2,-4.8,9.74,49.7,-0.3,10.43
Jaylen Brown,RA,11.5,OVER,66.2,8.1,16.91,40.0,-18.2,13.19,40.6,-17.5,10.52,52.8,-5.4,11.89,49.3,-8.8,11.21
Jaylen Brown,FG3M,1.5,OVER,66.4,6.9,1.66,39.9,-19.6,1.2,39.8,-19.7,1.22,42.9,-16.6,1.44,53.6,-5.9,1.85
Collin Gillespie,FG3M,3.5,OVER,31.6,-14.3,3.01,19.5,-26.4,2.4,36.7,-9.2,3.27,35.4,-10.5,3.14,35.7,-10.2,3.09
Payton Pritchard,FG3M,2.5,OVER,97.9,36.5,4.98,78.4,17.0,3.99,60.1,-1.2,3.32,57.0,-4.3,3.28,48.3,-13.0,2.57
Derrick White,AST,6.5,OVER,96.9,48.1,8.33,58.4,9.7,6.81,68.9,20.1,7.06,53.8,5.0,6.17,40.5,-8.3,5.99
Payton Pritchard,AST,5.5,OVER,99.1,45.6,7.68,78.7,25.3,6.17,70.5,17.0,5.79,65.3,11.8,5.74,54.9,1.4,5.48
Jaylen Brown,AST,4.5,OVER,71.3,11.4,8.0,45.6,-14.3,5.94,23.0,-36.8,3.79,36.1,-23.8,4.57,34.2,-25.7,4.23
Jaylen Brown,PTS,28.5,OVER,30.2,-23.0,26.28,32.8,-20.4,26.81,31.7,-21.5,21.61,36.3,-16.9,23.47,43.6,-9.6,25.8
Payton Pritchard,PTS,18.5,OVER,99.8,46.6,27.34,79.8,26.6,22.45,69.8,16.6,21.35,63.5,10.3,20.48,48.1,-5.1,17.51
Collin Gillespie,PTS,16.5,OVER,53.7,0.0,14.97,33.5,-20.3,11.37,29.4,-24.4,13.05,26.7,-27.1,12.54,27.7,-26.1,12.87
Jaylen Brown,PR,35.5,OVER,51.0,-2.7,35.32,42.3,-11.5,34.08,40.4,-13.3,28.43,45.4,-8.3,30.85,49.5,-4.3,32.86
Payton Pritchard,PR,22.5,OVER,99.8,47.5,32.27,75.5,23.1,25.93,67.9,15.6,24.78,61.7,9.4,24.11,48.2,-4.1,21.54
Sam Hauser,PR,12.5,OVER,80.5,24.3,15.31,49.9,-6.3,10.4,49.7,-6.4,10.23,59.7,3.5,12.76,55.4,-0.8,14.14
Jaylen Brown,PRA,40.5,OVER,62.1,8.1,43.19,44.2,-9.8,40.13,38.9,-15.1,32.39,45.6,-8.4,35.18,48.9,-5.1,37.21
Payton Pritchard,PRA,28.5,OVER,99.6,48.3,39.95,63.9,12.6,32.16,61.0,9.7,30.35,55.8,4.6,29.89,43.8,-7.5,27.0
Nikola Vucevic,REB,7.5,OVER,56.0,-1.4,8.01,54.9,-2.6,8.44,46.6,-10.9,6.33,51.0,-6.5,6.9,54.4,-3.1,8.04
Jaylen Brown,REB,6.5,OVER,65.4,6.6,9.03,53.8,-5.1,7.23,53.6,-5.2,6.67,66.8,8.0,7.4,63.3,4.5,6.98
Royce O'Neale,REB,5.5,OVER,97.2,47.5,7.0,58.3,8.5,5.39,51.5,1.7,5.51,38.5,-11.3,4.73,39.9,-9.9,4.88
Ryan Dunn,REB,4.5,OVER,71.6,19.3,5.68,48.7,-3.7,5.02,24.0,-28.3,3.37,30.1,-22.3,3.52,28.7,-23.7,3.16
Derrick White,REB,4.5,OVER,57.5,12.9,4.66,35.1,-9.6,3.62,28.5,-16.1,3.38,33.2,-11.5,3.52,51.2,6.5,4.52
Sam Hauser,REB,3.5,OVER,35.9,-19.9,3.66,23.7,-32.2,2.8,32.9,-23.0,2.99,49.7,-6.2,3.65,49.9,-6.0,3.65
Payton Pritchard,REB,3.5,OVER,95.0,43.0,5.0,57.1,5.0,3.62,47.2,-4.9,3.39,53.6,1.5,3.57,58.8,6.7,3.9
Jaylen Brown,RA,11.5,OVER,66.7,9.2,17.12,40.3,-17.2,13.22,40.6,-16.9,10.53,53.2,-4.3,11.85,48.9,-8.6,11.19
Derrick White,RA,10.5,OVER,95.8,44.0,13.01,57.8,6.0,10.42,49.2,-2.6,10.43,44.6,-7.2,9.75,51.1,-0.7,10.48
Payton Pritchard,RA,9.5,OVER,98.8,49.1,12.69,65.3,15.6,9.82,55.0,5.3,9.2,51.7,1.9,9.3,53.1,3.4,9.32
Collin Gillespie,FG3M,3.5,OVER,31.9,-15.5,3.01,19.1,-28.3,2.4,37.3,-10.1,3.32,34.5,-12.9,3.12,35.7,-11.7,3.09
Payton Pritchard,FG3M,2.5,OVER,97.9,36.6,5.01,78.8,17.4,4.02,58.7,-2.6,3.27,56.6,-4.7,3.28,48.2,-13.1,2.56
Jaylen Brown,FG3M,1.5,OVER,67.0,7.1,1.68,40.3,-19.5,1.21,39.1,-20.8,1.18,42.7,-17.1,1.43,53.2,-6.7,1.82
Scoot Henderson,AST,5.5,OVER,25.1,-31.4,4.34,34.4,-22.1,4.39,26.3,-30.2,3.04,19.4,-37.1,2.23,9.6,-46.9,1.1
Donovan Clingan,AST,2.5,OVER,65.2,20.2,4.01,56.9,11.9,3.15,57.6,12.5,2.81,41.6,-3.4,2.52,42.5,-2.5,2.41
Jrue Holiday,AST,6.5,OVER,47.2,0.9,5.32,42.8,-3.5,5.57,28.1,-18.2,4.76,30.1,-16.2,4.98,15.0,-31.3,2.99
