player_name,prop_type,line_value,suggestion,win_rate_3,ev_3,proj_3,win_rate_5,ev_5,proj_5,win_rate_10,ev_10,proj_10,win_rate_14,ev_14,proj_14,win_rate_28,ev_28,proj_28
Khris Middleton,PTS,14.5,OVER,64.7,12.3,16.89,42.3,-10.1,12.89,25.3,-27.1,10.24,25.3,-27.0,10.13,21.1,-31.3,8.66
Max Christie,PR,17.5,OVER,47.0,-6.2,12.65,45.9,-7.3,13.74,34.2,-19.0,14.52,53.0,-0.2,18.01,42.9,-10.3,15.24
P.J. Washington,PR,23.5,OVER,61.5,8.3,26.12,36.2,-17.0,22.21,32.4,-20.8,17.8,22.6,-30.6,14.01,16.5,-36.7,11.92
Khris Middleton,PR,19.5,OVER,65.5,14.0,21.67,44.0,-7.6,16.6,25.5,-26.1,12.92,25.7,-25.9,13.04,19.5,-32.1,11.61
Nicolas Claxton,PR,19.5,OVER,29.8,-22.0,7.57,38.0,-13.8,12.07,25.9,-25.9,13.99,27.3,-24.5,14.96,28.4,-23.4,14.8
Egor Demin,PR,13.5,OVER,46.7,-9.5,12.34,47.0,-9.2,11.01,47.0,-9.1,14.07,44.8,-11.4,13.29,44.1,-12.1,12.52
Egor Demin,PRA,17.5,OVER,25.3,-26.2,14.94,34.7,-16.9,13.44,38.5,-13.0,16.56,39.0,-12.5,15.58,40.7,-10.8,15.1
Nicolas Claxton,PRA,22.5,OVER,32.2,-24.3,9.42,39.1,-17.4,13.95,26.8,-29.7,16.06,33.9,-22.6,18.02,35.3,-21.2,17.77
Khris Middleton,PRA,23.5,OVER,60.0,9.0,25.12,38.0,-13.0,19.19,22.3,-28.7,15.09,23.4,-27.7,15.01,17.9,-33.1,14.02
Max Christie,PRA,20.5,OVER,53.3,2.2,15.43,47.8,-3.2,16.55,36.7,-14.3,17.18,55.2,4.1,20.76,44.3,-6.8,17.63
Klay Thompson,REB,2.5,OVER,60.6,15.6,1.96,36.8,-8.3,1.39,29.0,-16.1,1.41,41.1,-3.9,1.84,34.9,-10.1,2.0
P.J. Washington,REB,7.5,OVER,64.7,13.6,8.35,39.1,-11.9,7.03,31.4,-19.6,5.48,22.7,-28.3,4.63,19.7,-31.3,3.98
Michael Porter Jr,REB,6.5,OVER,57.4,-0.1,6.99,34.3,-23.2,4.2,28.8,-28.7,3.81,35.7,-21.7,4.57,38.6,-18.8,4.94
Khris Middleton,REB,4.5,OVER,66.8,12.1,4.68,55.8,1.2,3.8,37.4,-17.3,2.78,39.7,-15.0,2.93,33.2,-21.5,2.93
Noah Clowney,REB,4.5,OVER,52.8,-3.7,3.66,52.0,-4.5,3.42,29.2,-27.3,2.82,27.7,-28.8,2.67,37.5,-19.0,3.61
Nicolas Claxton,REB,7.5,OVER,22.8,-24.8,2.69,32.9,-14.7,3.57,26.5,-21.2,4.48,30.6,-17.0,5.26,27.3,-20.3,5.49
Khris Middleton,RA,8.5,OVER,43.0,-11.1,7.99,26.7,-27.4,6.18,22.0,-32.0,4.86,29.5,-24.5,5.13,26.2,-27.8,5.25
Danny Wolf,RA,7.5,OVER,55.6,5.6,8.66,61.4,11.4,8.38,63.0,13.0,9.13,58.7,8.7,8.73,43.9,-6.1,7.37
Nicolas Claxton,RA,10.5,OVER,31.7,-26.4,4.32,38.7,-19.5,5.35,30.4,-27.7,6.77,42.3,-15.9,8.22,37.5,-20.6,8.44
Michael Porter Jr,RA,9.5,OVER,66.9,8.4,11.36,39.7,-18.8,6.75,33.2,-25.2,6.03,38.5,-20.0,7.14,40.1,-18.4,7.44
Noah Clowney,FG3M,1.5,OVER,65.8,4.5,1.67,59.3,-2.1,1.79,39.4,-21.9,1.28,35.6,-25.7,1.14,39.5,-21.8,1.4
Khris Middleton,FG3M,1.5,OVER,32.8,-5.4,1.65,19.6,-18.5,1.2,30.2,-7.9,1.11,29.3,-8.8,1.08,25.1,-13.1,0.87
Klay Thompson,FG3M,2.5,OVER,61.4,12.8,2.32,57.1,8.6,2.21,48.7,0.2,2.03,49.6,1.1,2.47,46.0,-2.6,2.68
Khris Middleton,AST,3.5,OVER,34.0,-26.2,3.36,20.4,-39.9,2.42,19.4,-40.8,2.09,27.8,-32.4,2.21,28.1,-32.1,2.25
Nicolas Claxton,AST,3.5,OVER,32.7,-23.8,1.64,36.6,-19.9,1.8,28.2,-28.3,2.2,40.6,-15.9,2.99,44.4,-12.1,2.89
Egor Demin,AST,3.5,OVER,31.4,-12.6,2.66,38.0,-6.0,2.56,28.9,-15.2,2.44,27.8,-16.3,2.42,28.2,-15.8,2.5
Michael Porter Jr,AST,3.5,OVER,66.8,23.5,4.34,39.7,-3.6,2.58,21.6,-21.7,2.1,30.1,-13.2,2.53,32.2,-11.1,2.39
Danny Wolf,AST,2.5,OVER,68.2,19.6,4.33,40.6,-7.9,2.99,49.9,1.3,3.16,49.5,0.9,2.91,36.3,-12.3,2.34
P.J. Washington,PTS,15.5,OVER,63.4,8.1,17.7,39.1,-16.2,15.17,31.0,-24.3,11.95,22.2,-33.0,9.4,15.9,-39.4,7.68
Khris Middleton,PTS,14.5,OVER,65.2,14.5,16.98,42.4,-8.4,12.79,24.6,-26.2,10.14,25.3,-25.5,10.22,21.1,-29.7,8.6
Max Christie,PTS,14.5,OVER,58.4,8.2,11.59,53.4,3.1,11.42,38.0,-12.2,11.92,55.6,5.4,15.12,41.9,-8.4,12.41
Nicolas Claxton,PTS,12.5,OVER,30.2,-19.1,4.88,38.1,-11.2,8.54,27.8,-21.4,9.18,28.4,-20.8,9.79,27.4,-21.8,9.29
Egor Demin,PTS,11.5,OVER,31.8,-19.2,8.73,35.4,-15.6,7.79,40.9,-10.1,10.75,41.0,-10.1,10.15,38.8,-12.3,9.77
Day'Ron Sharpe,PTS,9.5,OVER,62.2,12.7,9.04,57.9,8.4,10.53,59.8,10.3,11.88,42.7,-6.8,10.31,42.3,-7.2,9.65
P.J. Washington,PR,23.5,OVER,60.5,6.8,26.05,37.0,-16.8,22.23,31.8,-21.9,17.4,22.7,-31.1,14.02,15.8,-38.0,11.64
Nicolas Claxton,PR,19.5,OVER,30.4,-22.0,7.66,38.0,-14.4,12.18,25.6,-26.7,13.97,27.3,-25.1,15.08,27.5,-24.8,14.81
Khris Middleton,PR,18.5,OVER,66.3,11.7,21.69,47.1,-7.6,16.52,28.6,-26.0,12.69,28.4,-26.3,12.85,23.9,-30.8,11.72
Max Christie,PR,17.5,OVER,47.2,-6.0,12.71,46.0,-7.2,13.88,35.8,-17.4,14.7,53.4,0.2,18.18,43.4,-9.8,15.34
Day'Ron Sharpe,PR,15.5,OVER,51.4,-4.2,14.92,51.8,-3.8,17.73,66.0,10.4,20.44,54.1,-1.5,18.55,51.9,-3.6,17.03
Nicolas Claxton,PRA,23.5,OVER,30.8,-21.0,9.39,39.1,-12.7,14.18,24.2,-27.7,16.06,30.3,-21.5,17.91,29.9,-21.9,17.72
Khris Middleton,PRA,22.5,OVER,62.3,7.0,24.98,40.7,-14.6,18.89,26.2,-29.1,15.14,27.5,-27.8,15.34,20.3,-34.9,13.7
Max Christie,PRA,20.5,OVER,53.0,0.7,15.29,48.3,-4.1,16.48,36.0,-16.4,17.1,55.0,2.7,20.79,44.7,-7.6,17.69
Egor Demin,PRA,17.5,OVER,26.1,-29.8,14.99,36.4,-19.5,13.72,38.2,-17.6,16.55,40.3,-15.5,15.86,40.3,-15.6,14.86
P.J. Washington,REB,7.5,OVER,64.8,13.0,8.36,38.6,-13.3,6.98,31.7,-20.1,5.53,22.8,-29.0,4.59,19.2,-32.7,3.98
Nicolas Claxton,REB,7.5,OVER,23.3,-25.3,2.7,33.4,-15.2,3.57,26.5,-22.0,4.56,31.2,-17.4,5.27,26.8,-21.7,5.42
Michael Porter Jr,REB,6.5,OVER,55.9,-0.3,6.97,34.5,-21.7,4.16,29.3,-26.9,3.89,35.9,-20.3,4.63,38.7,-17.4,4.99
Noah Clowney,REB,4.5,OVER,52.4,-4.1,3.66,52.0,-4.5,3.41,28.3,-28.2,2.77,27.2,-29.3,2.62,37.6,-18.9,3.58
Khris Middleton,REB,4.5,OVER,66.6,15.1,4.69,55.7,4.1,3.78,37.2,-14.3,2.76,39.4,-12.1,2.92,33.4,-18.1,2.93
Klay Thompson,REB,2.5,OVER,61.3,17.6,1.98,37.1,-6.5,1.4,28.5,-15.2,1.4,41.7,-1.9,1.86,33.9,-9.8,1.97
Nicolas Claxton,RA,11.5,OVER,28.1,-20.7,4.37,34.3,-14.5,5.23,24.6,-24.2,6.77,36.2,-12.5,8.24,29.6,-19.2,8.35
Michael Porter Jr,RA,9.5,OVER,66.6,9.5,11.33,40.4,-16.7,6.91,32.8,-24.3,5.99,37.5,-19.6,7.03,39.3,-17.9,7.35
Khris Middleton,RA,8.5,OVER,43.4,-9.3,8.02,26.4,-26.2,6.15,22.0,-30.6,4.9,29.6,-23.0,5.17,26.8,-25.8,5.31
Danny Wolf,RA,7.5,OVER,56.2,6.7,8.67,61.0,11.5,8.37,62.7,13.2,9.11,58.4,8.9,8.71,44.6,-4.9,7.4
Klay Thompson,FG3M,2.5,OVER,60.9,11.4,2.32,57.2,7.7,2.21,47.8,-1.7,2.01,48.7,-0.8,2.43,45.8,-3.8,2.66
Noah Clowney,FG3M,1.5,OVER,66.2,5.6,1.67,60.2,-0.4,1.82,39.2,-21.4,1.29,34.4,-26.2,1.1,39.6,-21.0,1.41
Khris Middleton,FG3M,1.5,OVER,33.4,-6.3,1.67,20.4,-19.3,1.2,28.8,-10.9,1.09,28.4,-11.2,1.07,25.1,-14.6,0.87
Dennis Schroder,AST,3.5,OVER,39.7,-10.8,4.34,25.9,-24.6,3.61,31.6,-18.9,3.29,43.2,-7.3,3.65,45.3,-5.2,3.66
Donovan Mitchell,AST,4.5,OVER,57.7,-2.5,4.66,70.3,10.1,5.81,73.9,13.7,6.21,75.6,15.4,6.35,69.8,9.5,6.05
Jalen Brunson,AST,6.5,OVER,73.4,22.8,7.67,63.2,12.7,7.02,60.9,10.4,7.29,45.2,-5.3,6.41,37.4,-13.1,5.53
James Harden,AST,7.5,OVER,84.6,28.1,8.66,75.5,19.0,8.8,54.6,-1.9,6.14,57.3,0.8,6.77,52.2,-4.3,7.05
Mikal Bridges,AST,3.5,OVER,66.0,15.0,3.3,61.9,10.9,3.8,49.7,-1.3,3.31,62.3,11.3,3.65,58.9,7.9,3.97
Evan Mobley,PTS,13.5,OVER,27.4,-25.8,8.41,16.0,-37.2,5.04,7.6,-45.6,2.45,26.3,-26.9,7.05,48.8,-4.4,10.83
James Harden,PTS,18.5,OVER,40.5,-11.9,18.01,42.4,-10.0,17.83,41.2,-11.2,13.73,43.6,-8.7,15.24,61.9,9.6,19.8
Landry Shamet,PTS,8.5,OVER,99.9,47.1,15.01,93.0,40.1,14.14,76.5,23.6,13.17,65.7,12.8,11.26,36.8,-16.2,6.86
Dennis Schroder,PTS,8.5,OVER,75.3,18.5,10.35,46.9,-9.9,8.61,43.9,-12.9,9.18,52.2,-4.6,10.54,58.2,1.4,9.67
Karl-Anthony Towns,PTS,18.5,OVER,94.4,37.6,24.65,91.9,35.1,23.37,62.2,5.3,18.27,45.7,-11.1,16.55,45.2,-11.6,16.91
Sam Merrill,PTS,9.5,OVER,54.0,2.5,10.92,58.8,7.2,14.77,54.1,2.6,12.25,39.7,-11.8,8.91,50.4,-1.1,9.95
Josh Hart,PR,18.5,OVER,25.5,-26.3,14.36,34.6,-17.2,16.37,37.4,-14.4,15.2,48.8,-3.1,17.6,30.4,-21.4,11.65
Jarrett Allen,PR,21.5,OVER,89.7,34.2,29.58,93.1,37.6,30.72,81.2,25.7,31.6,67.8,12.2,27.63,56.5,1.0,24.03
James Harden,PR,23.5,OVER,37.2,-13.8,22.67,42.0,-9.0,23.42,38.6,-12.4,17.45,44.0,-7.1,19.46,59.4,8.4,23.77
Karl-Anthony Towns,PR,30.5,OVER,74.9,23.1,34.37,75.0,23.2,34.04,55.7,3.9,28.68,50.7,-1.1,28.28,46.5,-5.3,27.89
Dennis Schroder,PR,11.5,OVER,65.4,14.4,12.65,41.6,-9.5,11.0,40.2,-10.8,11.72,49.8,-1.3,12.84,53.3,2.2,11.65
James Harden,PRA,31.5,OVER,45.4,-6.4,31.33,49.0,-2.8,32.22,40.4,-11.4,23.29,46.2,-5.6,25.99,60.0,8.2,30.81
Karl-Anthony Towns,PRA,33.5,OVER,68.7,17.1,36.61,75.1,23.5,37.22,54.6,3.1,31.24,48.4,-3.1,30.49,47.3,-4.2,30.46
Josh Hart,PRA,23.5,OVER,22.1,-32.0,18.93,39.5,-14.5,23.3,37.4,-16.6,20.21,48.7,-5.3,22.6,29.0,-25.0,15.18
Dennis Schroder,PRA,14.5,OVER,64.5,8.3,16.95,40.1,-16.1,14.59,44.6,-11.6,15.17,52.8,-3.4,16.57,57.3,1.1,15.27
Dennis Schroder,REB,2.5,OVER,64.6,25.9,2.35,57.9,19.1,2.41,58.6,19.9,2.51,48.3,9.6,2.27,38.2,-0.6,2.01
Jarrett Allen,REB,8.5,OVER,96.7,44.9,12.32,91.4,39.6,11.81,81.1,29.3,11.27,67.3,15.5,10.08,60.4,8.6,9.03
Donovan Mitchell,REB,4.5,OVER,33.5,-10.4,4.34,19.5,-24.4,3.39,25.7,-18.1,3.18,31.0,-12.9,3.5,41.3,-2.5,4.29
Karl-Anthony Towns,REB,10.5,OVER,42.6,-17.0,9.7,58.5,-1.0,10.85,59.7,0.2,10.39,61.0,1.5,11.58,58.4,-1.1,10.96
OG Anunoby,REB,5.5,OVER,33.4,-10.4,3.67,20.6,-23.2,2.25,30.0,-13.9,3.12,33.7,-10.1,3.48,45.3,1.5,4.88
Jaylon Tyson,REB,3.5,OVER,62.7,5.2,3.38,59.3,1.8,3.63,66.6,9.1,4.08,76.4,19.0,4.94,73.8,16.3,5.23
Josh Hart,REB,7.5,OVER,31.9,-13.6,6.34,44.5,-1.0,7.41,25.4,-20.0,6.0,32.3,-13.2,6.64,18.8,-26.7,4.27
Jalen Brunson,REB,3.5,OVER,69.4,23.1,4.66,78.2,31.9,4.58,69.1,22.8,4.61,56.8,10.5,4.0,42.7,-3.6,3.26
James Harden,REB,4.5,OVER,57.9,5.5,4.66,57.6,5.3,5.61,37.1,-15.2,3.54,46.1,-6.3,4.0,36.0,-16.3,3.85
Jalen Brunson,RA,9.5,OVER,77.0,20.8,12.36,66.9,10.7,11.58,63.1,7.0,11.91,51.2,-5.0,10.44,39.7,-16.4,8.65
Donovan Mitchell,RA,9.5,OVER,35.2,-12.0,9.02,39.9,-7.3,9.24,42.6,-4.6,9.41,47.3,0.2,9.87,50.7,3.6,10.32
James Harden,RA,12.5,OVER,66.0,12.8,13.36,78.3,25.1,14.45,47.3,-5.9,9.63,51.0,-2.2,10.72,44.0,-9.1,10.89
OG Anunoby,RA,7.5,OVER,32.8,-17.2,4.61,20.0,-30.0,2.81,30.2,-19.8,4.28,40.3,-9.7,5.22,52.1,2.1,7.03
Josh Hart,RA,12.5,OVER,39.7,-10.8,11.05,62.8,12.3,14.24,38.9,-11.6,10.71,42.0,-8.5,11.65,25.7,-24.8,7.77
Landry Shamet,FG3M,1.5,OVER,99.6,33.8,3.02,80.4,14.6,2.81,68.8,3.0,2.98,63.2,-2.6,2.61,39.3,-26.5,1.63
James Harden,FG3M,2.5,OVER,62.9,21.2,2.67,37.6,-4.0,2.19,39.3,-2.4,1.99,47.0,5.4,2.2,44.3,2.6,2.09
Karl-Anthony Towns,FG3M,1.5,OVER,66.2,18.6,3.0,39.9,-7.7,2.2,30.0,-17.6,1.41,28.5,-19.1,1.36,46.0,-1.6,1.42
Mikal Bridges,FG3M,1.5,OVER,32.8,-18.7,1.32,40.0,-11.6,1.41,40.4,-11.2,1.52,43.2,-8.4,1.66,57.3,5.7,1.82
Sam Merrill,FG3M,2.5,OVER,34.7,-14.3,3.02,59.8,10.8,4.27,49.5,0.5,3.32,34.6,-14.4,2.33,46.4,-2.6,2.68
James Harden,AST,7.5,OVER,84.4,27.0,8.65,76.2,18.7,8.8,53.9,-3.6,6.09,59.1,1.6,6.85,51.6,-5.9,7.05
Jalen Brunson,AST,6.5,OVER,73.0,17.4,7.7,63.2,7.6,7.02,60.5,4.9,7.27,44.8,-10.8,6.38,36.8,-18.8,5.47
Donovan Mitchell,AST,4.5,OVER,58.0,-1.9,4.67,71.5,11.6,5.82,75.6,15.7,6.24,74.8,14.9,6.34,70.6,10.7,6.05
Dennis Schroder,AST,3.5,OVER,39.1,-10.9,4.34,25.8,-24.2,3.6,32.5,-17.5,3.31,43.7,-6.3,3.67,47.5,-2.5,3.72
Mikal Bridges,AST,3.5,OVER,67.0,17.0,3.35,61.3,11.3,3.8,49.0,-1.0,3.27,61.2,11.2,3.62,59.7,9.7,3.95
Karl-Anthony Towns,PTS,19.5,OVER,89.8,39.3,24.68,84.1,33.6,23.36,55.6,5.1,18.19,41.6,-9.0,16.61,39.5,-11.0,16.83
James Harden,PTS,18.5,OVER,40.0,-12.6,17.98,42.6,-10.0,17.78,41.0,-11.6,13.78,43.7,-8.9,15.33,62.5,9.9,19.89
Evan Mobley,PTS,13.5,OVER,26.2,-27.3,8.3,15.9,-37.6,5.04,8.1,-45.4,2.56,26.9,-26.6,7.26,47.8,-5.7,10.7
Sam Merrill,PTS,9.5,OVER,54.6,1.1,10.98,59.3,5.8,14.76,54.8,1.3,12.34,39.4,-14.1,8.81,50.4,-3.1,10.03
Landry Shamet,PTS,8.5,OVER,99.9,45.4,15.0,93.0,38.4,14.19,76.9,22.3,13.19,66.6,12.0,11.3,36.3,-18.3,6.83
Dennis Schroder,PTS,8.5,OVER,75.5,21.2,10.33,46.8,-7.6,8.62,43.9,-10.4,9.26,52.4,-1.9,10.57,57.0,2.7,9.53
Karl-Anthony Towns,PR,30.5,OVER,74.5,22.7,34.3,76.8,24.9,34.33,55.6,3.8,28.62,49.6,-2.2,28.09,47.7,-4.2,28.18
James Harden,PR,23.5,OVER,36.5,-15.0,22.64,42.0,-9.6,23.4,37.3,-14.2,17.25,43.8,-7.8,19.37,59.1,7.6,23.73
Jarrett Allen,PR,21.5,OVER,89.1,34.7,29.49,93.5,39.1,30.74,81.0,26.6,31.45,68.5,14.2,27.78,57.0,2.7,24.07
Josh Hart,PR,18.5,OVER,24.9,-25.6,14.26,34.8,-15.7,16.38,37.2,-13.3,15.26,48.6,-1.9,17.57,30.1,-20.4,11.62
Dennis Schroder,PR,10.5,OVER,66.6,10.4,12.67,46.9,-9.3,11.04,44.9,-11.3,11.55,54.4,-1.8,12.92,57.6,1.5,11.48
Karl-Anthony Towns,PRA,32.5,OVER,76.3,20.7,36.76,81.0,25.5,37.18,58.8,3.3,30.96,54.5,-1.0,30.75,51.3,-4.3,30.26
James Harden,PRA,31.5,OVER,44.2,-7.3,31.34,49.2,-2.3,32.16,41.3,-10.2,23.5,46.4,-5.1,26.08,59.6,8.1,30.86
Josh Hart,PRA,23.5,OVER,22.9,-30.3,19.02,39.0,-14.2,23.25,37.2,-16.0,20.14,47.3,-5.9,22.46,28.8,-24.4,15.07
Karl-Anthony Towns,REB,10.5,OVER,42.1,-13.8,9.68,57.5,1.6,10.81,60.2,4.4,10.39,60.6,4.8,11.51,58.1,2.3,10.93
Jarrett Allen,REB,8.5,OVER,96.6,44.5,12.34,92.0,39.9,11.86,81.4,29.3,11.31,67.5,15.4,10.03,60.0,7.9,8.99
Josh Hart,REB,6.5,OVER,40.8,-15.3,6.31,58.8,2.7,7.39,41.5,-14.7,6.04,45.7,-10.5,6.68,27.8,-28.4,4.38
OG Anunoby,REB,4.5,OVER,33.8,-23.7,3.69,20.3,-37.2,2.22,31.9,-25.6,3.13,36.9,-20.6,3.51,53.3,-4.2,4.9
James Harden,REB,4.5,OVER,59.0,5.8,4.68,57.7,4.5,5.61,37.0,-16.2,3.5,46.2,-7.0,3.99,35.6,-17.6,3.83
Donovan Mitchell,REB,4.5,OVER,33.4,-11.5,4.34,19.6,-25.2,3.39,25.5,-19.4,3.19,30.7,-14.1,3.51,41.1,-3.8,4.26
Jaylon Tyson,REB,3.5,OVER,62.3,2.4,3.34,59.1,-0.8,3.61,67.4,7.5,4.11,76.8,16.9,4.93,74.1,14.2,5.21
Jalen Brunson,REB,3.5,OVER,69.0,24.2,4.65,78.3,33.5,4.57,69.4,24.5,4.6,58.1,13.2,4.05,42.6,-2.3,3.24
Dennis Schroder,REB,2.5,OVER,64.4,23.3,2.35,59.0,17.8,2.42,59.0,17.9,2.52,48.6,7.5,2.28,37.8,-3.4,1.99
James Harden,RA,12.5,OVER,65.3,12.4,13.31,77.6,24.7,14.4,47.5,-5.4,9.65,52.5,-0.4,10.83,43.9,-9.0,10.82
Josh Hart,RA,12.5,OVER,39.0,-10.5,11.05,62.9,13.4,14.27,38.7,-10.8,10.69,41.2,-8.3,11.59,25.8,-23.7,7.82
Jalen Brunson,RA,9.5,OVER,76.2,17.8,12.3,68.3,9.8,11.65,63.2,4.7,11.9,51.8,-6.7,10.46,39.7,-18.8,8.68
Donovan Mitchell,RA,9.5,OVER,35.0,-13.1,9.01,39.3,-8.7,9.16,41.7,-6.4,9.37,47.4,-0.7,9.85,52.1,4.0,10.39
OG Anunoby,RA,7.5,OVER,33.6,-13.8,4.7,19.9,-27.5,2.81,30.0,-17.4,4.26,40.1,-7.3,5.2,52.4,5.0,7.14
Mikal Bridges,RA,6.5,OVER,57.0,-3.6,6.99,73.6,13.0,8.16,56.8,-3.8,6.82,56.9,-3.7,6.74,61.8,1.2,7.71
Jose Alvarado,RA,5.5,OVER,63.9,16.5,6.64,73.5,26.1,6.59,46.5,-0.9,5.11,44.8,-2.5,4.77,33.3,-14.1,3.42
Sam Merrill,FG3M,2.5,OVER,34.6,-14.5,3.02,59.3,10.3,4.22,48.9,-0.1,3.3,35.4,-13.6,2.37,45.5,-3.5,2.63
James Harden,FG3M,2.5,OVER,62.8,19.7,2.67,38.0,-5.1,2.2,38.7,-4.4,1.98,47.6,4.5,2.22,44.6,1.5,2.08
Landry Shamet,FG3M,2.5,OVER,65.1,23.8,3.0,59.0,17.6,2.79,59.5,18.2,2.99,56.0,14.6,2.65,32.2,-9.1,1.67
Mikal Bridges,FG3M,1.5,OVER,32.8,-23.1,1.32,39.7,-16.1,1.39,40.6,-15.2,1.51,42.8,-13.0,1.65,56.2,0.3,1.81
Karl-Anthony Towns,FG3M,1.5,OVER,66.7,15.7,3.02,40.4,-10.7,2.24,30.3,-20.8,1.43,28.4,-22.6,1.37,46.8,-4.2,1.44
Brandon Ingram,AST,3.5,OVER,66.6,13.4,3.99,61.8,8.6,4.21,48.6,-4.6,3.59,55.9,2.7,3.93,41.8,-11.4,3.29
Immanuel Quickley,AST,5.5,OVER,40.2,-13.8,5.67,43.2,-10.8,5.64,39.5,-14.6,5.12,56.3,2.2,5.93,50.7,-3.3,5.4
Jamal Shead,AST,4.5,OVER,37.6,-12.9,4.33,45.2,-5.3,5.0,35.9,-14.6,4.32,45.0,-5.6,4.64,57.5,7.0,5.3
Cason Wallace,AST,4.5,OVER,67.4,20.2,6.36,59.8,12.6,5.6,47.5,0.3,4.19,34.5,-12.7,3.34,17.8,-29.4,2.52
Immanuel Quickley,PTS,16.5,OVER,60.2,7.0,21.19,56.5,3.3,20.16,53.5,0.3,18.29,57.2,4.0,19.27,58.6,5.4,17.64
Jamal Shead,PTS,6.5,OVER,33.6,-15.9,5.35,24.7,-24.8,4.97,29.7,-19.8,5.33,36.6,-12.9,5.86,44.9,-4.6,7.28
Cason Wallace,PTS,10.5,OVER,33.5,-19.7,10.32,36.7,-16.5,9.34,58.1,4.9,12.84,44.5,-8.7,10.74,26.2,-27.0,8.02
Brandon Ingram,PTS,21.5,OVER,51.8,-1.4,22.05,51.3,-1.9,22.46,54.8,1.6,23.01,51.0,-2.2,22.43,44.4,-8.8,20.14
Isaiah Hartenstein,PTS,10.5,OVER,43.0,-7.5,7.72,31.8,-18.7,8.16,31.2,-19.3,7.23,21.8,-28.7,5.1,14.3,-36.2,3.24
Sandro Mamukelashvili,PTS,10.5,OVER,33.6,-21.1,9.67,59.5,4.8,12.55,53.5,-1.2,12.36,66.8,12.1,14.43,62.1,7.4,11.77
Luguentz Dort,PTS,8.5,OVER,85.4,28.0,10.33,65.8,8.3,9.41,42.6,-14.8,7.84,52.3,-5.2,8.89,48.1,-9.4,8.48
Isaiah Joe,PTS,14.5,OVER,64.6,12.3,16.76,78.2,25.9,18.04,58.9,6.5,14.96,48.1,-4.2,13.48,30.0,-22.4,10.0
Immanuel Quickley,PR,20.5,OVER,47.0,-7.1,23.58,48.5,-5.5,22.76,55.6,1.6,22.94,60.0,5.9,23.91,57.7,3.6,21.53
Sandro Mamukelashvili,PR,15.5,OVER,33.7,-21.9,14.01,60.0,4.5,16.94,53.3,-2.3,16.91,66.8,11.2,20.04,58.3,2.7,17.1
Luguentz Dort,PR,12.5,OVER,46.4,-6.8,12.67,34.8,-18.4,11.82,28.2,-25.0,10.47,41.2,-11.9,12.45,43.3,-9.9,12.03
Cason Wallace,PR,14.5,OVER,35.3,-16.2,13.73,36.4,-15.1,13.01,49.7,-1.8,16.05,40.1,-11.5,13.71,26.1,-25.5,11.22
Jamal Shead,PR,8.5,OVER,34.6,-16.9,8.91,22.7,-28.8,8.08,27.2,-24.4,7.85,34.3,-17.2,8.37,42.2,-9.3,9.41
Isaiah Hartenstein,PR,19.5,OVER,26.5,-25.3,12.71,23.1,-28.7,13.67,20.5,-31.3,12.8,14.9,-36.9,9.3,10.7,-41.1,5.74
Isaiah Joe,PR,18.5,OVER,73.9,23.4,20.99,81.8,31.3,21.38,58.9,8.4,17.92,47.4,-3.1,16.14,27.3,-23.2,12.15
Chet Holmgren,PR,26.5,OVER,58.1,1.9,27.58,37.6,-18.6,24.7,31.6,-24.6,21.78,36.3,-19.9,23.35,42.2,-14.0,24.69
Immanuel Quickley,PRA,26.5,OVER,43.2,-10.9,29.32,45.7,-8.4,28.35,51.0,-3.1,27.94,56.9,2.8,29.7,54.3,0.2,26.8
Cason Wallace,PRA,18.5,OVER,46.4,-7.7,20.01,45.8,-8.2,18.55,51.6,-2.5,20.3,36.9,-17.1,16.75,24.9,-29.1,13.77
Jamal Shead,PRA,12.5,OVER,37.1,-19.4,13.2,41.0,-15.5,12.99,37.4,-19.1,12.11,40.9,-15.6,12.89,49.6,-6.9,14.71
R.J. Barrett,REB,5.5,OVER,50.0,1.0,5.0,49.5,0.5,4.58,57.4,8.4,5.22,46.5,-2.5,4.15,35.2,-13.9,3.29
Jamal Shead,REB,2.5,OVER,64.2,24.9,3.65,60.0,20.6,3.04,40.6,1.2,2.51,41.5,2.2,2.48,31.6,-7.7,2.02
Jared McCain,REB,2.5,OVER,95.4,38.6,3.34,95.4,38.6,3.38,48.3,-8.5,2.4,40.8,-16.0,1.99,34.1,-22.7,1.64
Cason Wallace,REB,3.5,OVER,57.2,2.6,3.35,68.1,13.4,3.6,54.0,-0.6,3.3,45.8,-8.8,2.94,42.5,-12.2,3.03
Chet Holmgren,REB,9.5,OVER,66.1,13.2,11.64,52.7,-0.2,9.82,41.8,-11.1,8.1,48.7,-4.2,8.98,51.8,-1.1,9.23
Immanuel Quickley,RA,9.5,OVER,32.9,-23.6,8.02,32.3,-24.2,8.17,48.3,-8.2,9.53,60.9,4.4,10.5,52.6,-3.9,9.4
Jamal Shead,RA,6.5,OVER,57.0,3.8,7.96,54.3,1.1,7.98,39.3,-13.9,6.79,49.3,-3.9,7.15,54.0,0.8,7.35
R.J. Barrett,RA,8.5,OVER,45.8,-7.3,8.35,47.6,-5.6,7.68,48.8,-4.3,8.23,40.3,-12.9,6.55,34.5,-18.7,5.36
