id,player_name,team,opponent,prop_type,line_value,odds_over,game_time,merchant_name,last_updated,trend_history,last_game_hit
5766,Brandon Miller,CHA,WAS,AST,3.5,1.66,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,1,0,1,0,0,0,0,1,1,0",1
5768,Bilal Coulibaly,WAS,CHA,AST,2.5,2.1,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,1,0,0,1,0,0,0",1
5770,Carlton Carrington,WAS,CHA,AST,3.5,1.62,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,1,1,1,0,1,1,1,0,1,0,1",1
5775,Kon Knueppel,CHA,WAS,PTS,20.5,1.77,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,1,1,0,0,1,0,0,0,0,1",1
5778,Bilal Coulibaly,WAS,CHA,PTS,10.5,2.0,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,0,1,0,1,0,0,0,0,0,0",1
5783,Ryan Kalkbrenner,CHA,WAS,PTS,9.5,1.76,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,1,0,0,0,1,0,1,0",1
5786,Ryan Kalkbrenner,CHA,WAS,PR,18.5,1.94,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,1,0,1,0",1
5788,Bilal Coulibaly,WAS,CHA,PR,13.5,1.77,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,1,0,1,0,0,0,0",1
5789,Kon Knueppel,CHA,WAS,PR,26.5,1.88,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,1,1,0,0,1,0,0,0,0,1",1
5790,Sion James,CHA,WAS,PR,9.5,2.04,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,0,0,0,0,0,1,1,0",1
5796,Sion James,CHA,WAS,PRA,11.5,1.91,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,0,0,0,0,0,1,1,0",1
5797,Bilal Coulibaly,WAS,CHA,PRA,16.5,1.89,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,1,0,1,0,0,0,0",1
5799,Carlton Carrington,WAS,CHA,PRA,17.5,1.88,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,0,0,0,0,1,1,0,1,0,1",1
5803,Kon Knueppel,CHA,WAS,PRA,30.5,1.89,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,1,0,0,0,1,0,0,0,0,1",1
5806,Kon Knueppel,CHA,WAS,REB,5.5,2.02,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,0,1,1,0,0,1,0,1,1",1
5807,Ryan Kalkbrenner,CHA,WAS,REB,7.5,1.68,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,1,0,1,0",1
5809,Sion James,CHA,WAS,REB,3.5,2.04,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,1,1,1,0,0,1,0,0",1
5811,Carlton Carrington,WAS,CHA,REB,3.5,2.16,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,0,0,0,1,0,0,0,1",1
5819,Carlton Carrington,WAS,CHA,RA,7.5,1.98,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,1,0,1,0,1",1
5824,Kon Knueppel,CHA,WAS,FG3M,3.5,1.88,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,1,1,0,1,0,1,0,0,0,0,0",1
5826,Brandon Miller,CHA,WAS,FG3M,3.5,2.04,2026-02-22T23:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,1,0,0,0,0,0,1,1,0,0,0",1
5842,Ryan Kalkbrenner,CHA,WAS,PTS,10.5,2.01,2026-02-22T23:10:00Z,draftkings,2026-02-22 07:42:31,"1,1,0,0,0,0,0,0,0,0,1,0,0,0",1
5852,Bilal Coulibaly,WAS,CHA,PR,14.5,1.99,2026-02-22T23:10:00Z,draftkings,2026-02-22 07:42:31,"1,1,0,0,0,1,0,1,0,1,0,0,0,0",1
5880,Derrick White,BOS,LAL,AST,6.5,2.0,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,1,1,1,1,0,0,1,0,0,0",1
5881,Luka Doncic,LAL,BOS,AST,7.5,1.72,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,1,1,1,1",1
5883,Jaylen Brown,BOS,LAL,AST,4.5,1.72,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,1,1,1,0",1
5884,LeBron James,LAL,BOS,AST,6.5,2.14,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,1,1,0,0,0,0,0,0,1",1
5886,Payton Pritchard,BOS,LAL,AST,6.5,2.18,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,1,0,1,0,0,1,0,1,0",1
5888,Payton Pritchard,BOS,LAL,PTS,17.5,1.8,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,1,0,1,0,1,0,1,0,0",1
5892,Baylor Scheierman,BOS,LAL,PTS,6.5,2.0,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,0,0,1,0,0,0,0,0,0",1
5893,Luka Doncic,LAL,BOS,PTS,30.5,1.96,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,1,0,1,1,1,1",1
5894,Deandre Ayton,LAL,BOS,PTS,10.5,2.04,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,0,0,0,0",1
5895,Sam Hauser,BOS,LAL,PTS,9.5,1.88,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,1,1,1,0,1,1,1",1
5897,Luke Kennard,LAL,BOS,PTS,7.5,1.88,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,0,1,1,0,1,1,1,1,0",1
5898,Austin Reaves,LAL,BOS,PTS,20.5,1.83,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,0,0,0,0,0,0,0",1
5900,Jaylen Brown,BOS,LAL,PR,34.5,1.82,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,0,1,1,0,0,0,1,1,1,1",1
5901,Sam Hauser,BOS,LAL,PR,13.5,1.94,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,0,1,1,0,1,1,1",1
5905,Payton Pritchard,BOS,LAL,PR,21.5,1.93,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,1,0,1,0,1,0,1,0,0",1
5908,Deandre Ayton,LAL,BOS,PR,17.5,1.89,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,0,1,0,0",1
5909,Baylor Scheierman,BOS,LAL,PR,10.5,1.77,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,1,1,0,0,1,0,0,0,1,0,0",1
5910,Austin Reaves,LAL,BOS,PR,25.5,1.98,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,0,0,0,0,0,0,0",1
5911,Luka Doncic,LAL,BOS,PR,37.5,1.85,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,1,1,1,1",1
5914,Payton Pritchard,BOS,LAL,PRA,27.5,1.85,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,1,1,0,1,0,1,0,1,0,0",1
5915,Austin Reaves,LAL,BOS,PRA,29.5,1.93,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,0,0,0,0,0,0,0",1
5916,Jaylen Brown,BOS,LAL,PRA,39.5,1.83,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,1,0,0,0,1,1,1,1",1
5917,Luka Doncic,LAL,BOS,PRA,45.5,1.82,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,1,1,1,1",1
5919,Jaylen Brown,BOS,LAL,REB,6.5,1.94,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,0,1,1,0,1,1,1,1,1,1",1
5920,Derrick White,BOS,LAL,REB,3.5,1.8,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,1,0,1,1,1,0,1,1",1
5922,Baylor Scheierman,BOS,LAL,REB,4.5,2.02,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,1,1,1,0,1,0,1,0,1,0,0",1
5923,Austin Reaves,LAL,BOS,REB,4.5,2.16,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,1,1,0,0,0,0,0,0,0,0",1
5929,Payton Pritchard,BOS,LAL,REB,3.5,2.22,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,0,1,1,0,1,1,0",1
5932,Derrick White,BOS,LAL,RA,10.5,2.08,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,1,1,0,0,1,0,0,1",1
5933,Jaylen Brown,BOS,LAL,RA,11.5,1.96,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,1,0,0,1,1,1,1,1",1
5934,LeBron James,LAL,BOS,RA,11.5,1.98,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,1,0,0,0,0,0,1,0,1",1
5935,Luka Doncic,LAL,BOS,RA,15.5,1.88,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,1,1,1,1",1
5936,Payton Pritchard,BOS,LAL,RA,9.5,1.96,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,1,1,0,1,0,0,1,0,1,0",1
5940,Payton Pritchard,BOS,LAL,FG3M,2.5,1.96,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,0,0,1,0,1,0,1,0,1",1
5944,Sam Hauser,BOS,LAL,FG3M,2.5,1.94,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,0,0,1,0,1,1,1",1
5946,Luka Doncic,LAL,BOS,FG3M,3.5,1.88,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,1,0,1,0,0,0",1
5948,Austin Reaves,LAL,BOS,FG3M,2.5,2.16,2026-02-22T23:40:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,0,0,0,0,0,0,0",1
5962,Payton Pritchard,BOS,LAL,PTS,18.5,1.97,2026-02-22T23:40:00Z,draftkings,2026-02-22 07:42:31,"1,1,0,1,1,1,0,1,0,1,0,1,0,0",1
5971,Luka Doncic,LAL,BOS,PR,38.5,1.93,2026-02-22T23:40:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,1,1,1,1",1
5972,Jaylen Brown,BOS,LAL,PR,35.5,1.94,2026-02-22T23:40:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,1,0,1,1,0,0,0,1,1,1,1",1
5979,Sam Hauser,BOS,LAL,PR,12.5,1.78,2026-02-22T23:40:00Z,draftkings,2026-02-22 07:42:31,"1,1,0,0,0,1,0,1,1,1,0,1,1,1",1
5981,Baylor Scheierman,BOS,LAL,PR,11.5,2.02,2026-02-22T23:40:00Z,draftkings,2026-02-22 07:42:31,"1,1,1,1,1,0,0,1,0,0,0,1,0,0",1
5983,Luka Doncic,LAL,BOS,PRA,46.5,1.91,2026-02-22T23:40:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,1,0,1,1,1,1",1
5984,Jaylen Brown,BOS,LAL,PRA,40.5,1.93,2026-02-22T23:40:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,0,0,1,1,0,0,0,1,1,1,1",1
6022,Tyrese Maxey,PHI,MIN,AST,6.5,1.69,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,0,1,1,1,1,0,1",1
6023,Jaden McDaniels,MIN,PHI,AST,3.5,2.0,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,1,0,0,1,0,0,0,1,1",1
6027,Naz Reid,MIN,PHI,AST,2.5,1.74,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,1,1,0,1,0,1,1,0,1,1",1
6029,Donte DiVincenzo,MIN,PHI,AST,4.5,2.28,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,0,1,0,1,1,0,1,0,0,1",1
6033,Dominick Barlow,PHI,MIN,PTS,8.5,1.8,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,0,1,1,1,0,0,0,1,0,0",1
6038,Naz Reid,MIN,PHI,PTS,16.5,1.89,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,1,1,1,0,0,1,0",1
6039,Kelly Oubre Jr,PHI,MIN,PTS,16.5,2.02,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,0,0,0,1,0,0,1,0,1",1
6041,Anthony Edwards,MIN,PHI,PTS,29.5,1.96,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,1,1,0,0,0,1,0,1",1
6048,Dominick Barlow,PHI,MIN,PR,13.5,1.82,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,0,1,1,1,0,0,0,0,0,0",1
6049,Kelly Oubre Jr,PHI,MIN,PR,20.5,1.78,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,1,0,1,0,1,0,0,0,1,1",1
6050,Naz Reid,MIN,PHI,PR,24.5,1.82,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,1,1,1,0,0,1,0",1
6052,Anthony Edwards,MIN,PHI,PR,34.5,1.8,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,1,1,0,0,0,1,0,1",1
6054,Anthony Edwards,MIN,PHI,PRA,38.5,1.85,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,1,0,0,0,0,1,0,1",1
6058,Naz Reid,MIN,PHI,PRA,27.5,1.85,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,1,0,1,0,0,1,0",1
6062,Donte DiVincenzo,MIN,PHI,PRA,18.5,1.89,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,0,1,1,0,1,0,1,1,0,1",1
6065,Donte DiVincenzo,MIN,PHI,REB,3.5,1.66,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,1,0,1,0,0,1,1,1,1,0,1",1
6066,Kelly Oubre Jr,PHI,MIN,REB,4.5,1.68,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,0,1,0,1,0,0,0,1,0",1
6067,Jaden McDaniels,MIN,PHI,REB,4.5,1.66,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,0,0,0,0,0,0,0,0,1,1",1
6071,Dominick Barlow,PHI,MIN,REB,4.5,1.74,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,0,0,0,0,0,1",1
6074,Anthony Edwards,MIN,PHI,REB,5.5,1.76,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,0,1,1,0,0,1,0,1,1,1",1
6075,Donte DiVincenzo,MIN,PHI,RA,8.5,2.12,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,0,1,0,0,1,0,1,0,0,1",1
6079,Naz Reid,MIN,PHI,RA,10.5,1.71,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,0,1,0,1,0,1,0,1,1,1",1
6080,Jaden McDaniels,MIN,PHI,RA,8.5,1.93,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,0,0,0,0,0,0,0,0,1,1",1
6085,Naz Reid,MIN,PHI,FG3M,2.5,1.91,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,1,1,1,1,0,1,1",1
6089,Kelly Oubre Jr,PHI,MIN,FG3M,1.5,1.51,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,1,0,1,1,1,0,0,0,0,1",1
6090,Anthony Edwards,MIN,PHI,FG3M,3.5,2.16,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,0,0,0,1,0,0,1,0,1",1
6092,Donte DiVincenzo,MIN,PHI,FG3M,2.5,2.16,2026-02-23T00:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,1,1,1,0,1,1,1,1",1
6102,Anthony Edwards,MIN,PHI,PTS,28.5,1.82,2026-02-23T00:10:00Z,draftkings,2026-02-22 07:42:31,"1,0,1,0,1,1,1,1,0,0,0,1,0,1",1
6107,Kelly Oubre Jr,PHI,MIN,PTS,15.5,1.81,2026-02-23T00:10:00Z,draftkings,2026-02-22 07:42:31,"1,1,0,1,1,0,0,0,1,0,0,1,0,1",1
6118,Naz Reid,MIN,PHI,PR,25.5,1.91,2026-02-23T00:10:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,0,1,0,0,1,0",1
6119,Kelly Oubre Jr,PHI,MIN,PR,21.5,1.96,2026-02-23T00:10:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,1,1,0,0,0,1,0,0,0,0,1",1
6130,Naz Reid,MIN,PHI,PRA,28.5,1.93,2026-02-23T00:10:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,0,0,0,0,1,0,1,0,0,1,0",1
6166,Mikal Bridges,NYK,CHI,AST,3.5,1.88,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,0,0,1,1,0,1,1,1,1,1",1
6168,Matas Buzelis,CHI,NYK,AST,1.5,1.56,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,0,1,1,1,0,1,1,1",1
6169,Josh Hart,NYK,CHI,AST,5.5,1.98,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,1,0,0,0,1,0,0,1,0,1,0",1
6172,Jalen Smith,CHI,NYK,PTS,11.5,1.82,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,1,0,0,0,1,1,1,1",1
6175,Karl-Anthony Towns,NYK,CHI,PTS,19.5,1.76,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,1,0,0,1,0,0,0,0,0,0,0",1
6176,Guerschon Yabusele,CHI,NYK,PTS,8.5,1.78,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,0,0,0,0,0,0,0,0",1
6177,Josh Giddey,CHI,NYK,PTS,14.5,1.96,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,0,1,0,1",1
6178,OG Anunoby,NYK,CHI,PTS,15.5,1.77,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,1,1,1,0,1,0",1
6180,Isaac Okoro,CHI,NYK,PTS,8.5,1.91,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,1,1,1,1,0,0,0,1,1",1
6182,Jalen Smith,CHI,NYK,PR,19.5,1.82,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,1,0,0,0,1,1,1,1",1
6187,Isaac Okoro,CHI,NYK,PR,11.5,1.96,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,1,0,1,1,0,0,0,1,1",1
6189,Josh Giddey,CHI,NYK,PR,20.5,1.94,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,0,1,0,1",1
6190,OG Anunoby,NYK,CHI,PR,20.5,1.83,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,1,1,1,0,1,0",1
6192,Matas Buzelis,CHI,NYK,PRA,23.5,1.93,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,1,0,1,1,1,0,1,0",1
6193,Josh Giddey,CHI,NYK,PRA,26.5,1.85,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,0,1,0,1",1
6197,OG Anunoby,NYK,CHI,PRA,22.5,1.8,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,1,1,1,0,1,0",1
6200,Isaac Okoro,CHI,NYK,REB,2.5,1.76,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,0,0,0,1,0,0,0,0,0,1",1
6201,Matas Buzelis,CHI,NYK,REB,5.5,2.1,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,1,0,0,1,1,1,0,1,1",1
6203,Jalen Brunson,NYK,CHI,REB,2.5,1.57,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,1,1,1,1,0,1,0,0,1,1,1",1
6204,Josh Giddey,CHI,NYK,REB,5.5,1.76,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,0,1,1,1",1
6205,Mikal Bridges,NYK,CHI,REB,3.5,1.62,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,1,1,0,1,1,0,0,0,0,0,1",1
6207,Matas Buzelis,CHI,NYK,RA,7.5,2.04,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,0,0,1,1,1,1,1,1",1
6208,Mikal Bridges,NYK,CHI,RA,7.5,1.83,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,1,0,0,1,1,0,0,0,1,0,1",1
6215,Jalen Smith,CHI,NYK,FG3M,1.5,2.0,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,0,0,0,1,1,1,1",1
6217,Karl-Anthony Towns,NYK,CHI,FG3M,1.5,2.16,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,0,0,0,0,1,0,1",1
6218,OG Anunoby,NYK,CHI,FG3M,1.5,1.63,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,1,1,1,1,1,0",1
6219,Guerschon Yabusele,CHI,NYK,FG3M,1.5,1.74,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,1,0,1,1,0,0,0,0,0,0,0,0",1
6220,Josh Giddey,CHI,NYK,FG3M,1.5,2.38,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,0,0,0,0,0,1,0,0",1
6228,Matas Buzelis,CHI,NYK,AST,2.5,2.38,2026-02-23T01:10:00Z,draftkings,2026-02-22 07:42:31,"1,0,1,0,1,1,0,0,1,1,0,1,1,1",1
6230,Karl-Anthony Towns,NYK,CHI,PTS,20.5,1.94,2026-02-23T01:10:00Z,draftkings,2026-02-22 07:42:31,"1,1,1,1,0,0,1,0,0,0,0,0,0,0",1
6231,OG Anunoby,NYK,CHI,PTS,16.5,1.92,2026-02-23T01:10:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,1,1,1,0,1,0",1
6242,OG Anunoby,NYK,CHI,PR,21.5,1.95,2026-02-23T01:10:00Z,draftkings,2026-02-22 07:42:31,"1,0,0,0,0,0,1,1,1,1,1,0,1,0",1
6280,Collin Gillespie,PHX,POR,AST,5.5,1.8,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,0,0,1,0,0,0,0,0,0,0",1
6285,Jalen Green,PHX,POR,AST,3.5,1.62,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,0,0,0,0,0,0,0,0,0,0",1
6286,Royce O'Neale,PHX,POR,AST,3.5,2.1,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,0,0,0,0,1,1,0,0",1
6288,Deni Avdija,POR,PHX,AST,5.5,2.02,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,0,0,0,0,0,0,0,0,0,1",1
6289,Vit Krejci,POR,PHX,PTS,8.5,1.83,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,1,0,0,0,1,0,0,0,0",1
6293,Donovan Clingan,POR,PHX,PTS,12.5,2.02,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,1,1,1,1,0,0,1,0,1,0,1",1
6294,Jrue Holiday,POR,PHX,PTS,15.5,1.78,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,1,0,0,0,0,0,1,0,0",1
6296,Grayson Allen,PHX,POR,PTS,18.5,1.77,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,1,1,0,1,0,0,0,0",1
6300,Collin Gillespie,PHX,POR,PTS,17.5,2.0,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,0,0,0,0,0,0,0",1
6301,Donovan Clingan,POR,PHX,PR,23.5,1.91,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,0,0,1,1,1,0,0,1,1,1,0,1",1
6302,Jrue Holiday,POR,PHX,PR,20.5,1.94,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,1,1,0,1,1,0,0,0,0,0,1,0,0",1
6306,Grayson Allen,PHX,POR,PR,22.5,1.89,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,1,1,1,0,1,0,1,0,0",1
6310,Collin Gillespie,PHX,POR,PR,21.5,1.78,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,0,0,0,0,0,1,0",1
6313,Deni Avdija,POR,PHX,PRA,34.5,1.93,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,1,0,0,0,0,0,0,0,0,0,1",1
6316,Collin Gillespie,PHX,POR,PRA,27.5,1.82,2026-02-23T01:10:00Z,fanduel,2026-02-22 07:42:31,"1,0,0,0,0,0,1,0,0,0,0,0,0,0",1
